class_code,date,active_vegetation_endmembers,candidate_ids,reviewed_at
"01","2017-01-01","EM03","TCAMZ_C01_D20170101_PPI_EM03","2026-08-15T20:20:50.242Z"
"01","2017-01-17","EM04","TCAMZ_C01_D20170117_PPI_EM04","2026-08-15T20:24:19.928Z"
"01","2017-02-02","EM02|EM04","TCAMZ_C01_D20170202_PPI_EM02|TCAMZ_C01_D20170202_PPI_EM04","2026-08-15T20:24:02.296Z"
"01","2017-02-18","EM03","TCAMZ_C01_D20170218_PPI_EM03","2026-08-15T20:24:29.392Z"
"01","2017-03-06","NENHUM","","2026-08-15T20:26:41.928Z"
"01","2017-03-22","EM01","TCAMZ_C01_D20170322_PPI_EM01","2026-08-15T20:25:09.264Z"
"01","2017-04-07","EM03","TCAMZ_C01_D20170407_PPI_EM03","2026-08-15T20:25:16.120Z"
"01","2017-04-23","EM03","TCAMZ_C01_D20170423_PPI_EM03","2026-08-15T20:25:20.536Z"
"01","2017-05-09","EM02|EM04","TCAMZ_C01_D20170509_PPI_EM02|TCAMZ_C01_D20170509_PPI_EM04","2026-08-15T20:25:59.487Z"
"01","2017-05-25","EM03","TCAMZ_C01_D20170525_PPI_EM03","2026-08-15T20:26:03.400Z"
"01","2017-06-10","EM03","TCAMZ_C01_D20170610_PPI_EM03","2026-08-15T20:26:11.567Z"
"01","2017-06-26","EM03","TCAMZ_C01_D20170626_PPI_EM03","2026-08-15T20:26:15.679Z"
"01","2017-07-12","EM04","TCAMZ_C01_D20170712_PPI_EM04","2026-08-15T20:26:21.256Z"
"01","2017-07-28","EM03","TCAMZ_C01_D20170728_PPI_EM03","2026-08-15T20:26:25.968Z"
"01","2017-08-13","NENHUM","","2026-08-15T20:26:31.504Z"
"01","2017-08-29","EM04","TCAMZ_C01_D20170829_PPI_EM04","2026-08-15T20:27:01.136Z"
"01","2017-09-14","EM04","TCAMZ_C01_D20170914_PPI_EM04","2026-08-15T20:27:05.320Z"
"01","2017-09-30","EM02","TCAMZ_C01_D20170930_PPI_EM02","2026-08-15T21:37:44.115Z"
"01","2017-10-16","NENHUM","","2026-08-15T21:37:38.531Z"
"01","2017-11-01","EM04","TCAMZ_C01_D20171101_PPI_EM04","2026-08-15T20:28:19.712Z"
"01","2017-11-17","EM02","TCAMZ_C01_D20171117_PPI_EM02","2026-08-15T20:28:28.375Z"
"01","2017-12-03","EM03","TCAMZ_C01_D20171203_PPI_EM03","2026-08-15T20:28:32.855Z"
"01","2017-12-19","NENHUM","","2026-08-15T20:28:38.975Z"
"01","2018-01-01","EM03","TCAMZ_C01_D20180101_PPI_EM03","2026-08-15T20:28:43.239Z"
"01","2018-01-17","EM03|EM04","TCAMZ_C01_D20180117_PPI_EM03|TCAMZ_C01_D20180117_PPI_EM04","2026-08-15T20:30:18.823Z"
"01","2018-02-02","EM03|EM04","TCAMZ_C01_D20180202_PPI_EM03|TCAMZ_C01_D20180202_PPI_EM04","2026-08-15T20:30:36.807Z"
"01","2018-02-18","EM04","TCAMZ_C01_D20180218_PPI_EM04","2026-08-15T20:29:48.399Z"
"01","2018-03-06","NENHUM","","2026-08-15T20:30:02.367Z"
