class_code,date,active_vegetation_endmembers,candidate_ids,reviewed_at
"10","2017-01-01","EM04","TCAMZ_C10_D20170101_PPI_EM04","2026-08-15T21:23:13.805Z"
"10","2017-01-17","EM03","TCAMZ_C10_D20170117_PPI_EM03","2026-08-15T21:23:15.581Z"
"10","2017-02-18","EM03","TCAMZ_C10_D20170218_PPI_EM03","2026-08-15T21:23:19.646Z"
"10","2017-03-06","EM01","TCAMZ_C10_D20170306_PPI_EM01","2026-08-15T21:23:21.165Z"
"10","2017-03-22","EM01","TCAMZ_C10_D20170322_PPI_EM01","2026-08-15T21:23:23.453Z"
"10","2017-04-07","NENHUM","","2026-08-15T21:23:26.405Z"
"10","2017-04-23","EM03","TCAMZ_C10_D20170423_PPI_EM03","2026-08-15T21:13:32.487Z"
"10","2017-05-09","EM03","TCAMZ_C10_D20170509_PPI_EM03","2026-08-15T21:13:43.767Z"
"10","2017-05-25","EM02","TCAMZ_C10_D20170525_PPI_EM02","2026-08-15T21:14:00.351Z"
"10","2017-06-10","EM03","TCAMZ_C10_D20170610_PPI_EM03","2026-08-15T21:14:13.591Z"
"10","2017-06-26","EM04","TCAMZ_C10_D20170626_PPI_EM04","2026-08-15T21:14:19.407Z"
"10","2017-07-12","EM03","TCAMZ_C10_D20170712_PPI_EM03","2026-08-15T21:14:33.471Z"
"10","2017-07-28","EM04","TCAMZ_C10_D20170728_PPI_EM04","2026-08-15T21:14:38.111Z"
"10","2017-08-13","EM03","TCAMZ_C10_D20170813_PPI_EM03","2026-08-15T21:14:40.463Z"
"10","2017-08-29","EM03","TCAMZ_C10_D20170829_PPI_EM03","2026-08-15T21:14:41.183Z"
"10","2017-09-14","EM03","TCAMZ_C10_D20170914_PPI_EM03","2026-08-15T21:14:42.191Z"
"10","2017-09-30","NENHUM","","2026-08-15T21:14:49.119Z"
"10","2017-10-16","EM03","TCAMZ_C10_D20171016_PPI_EM03","2026-08-15T21:14:52.999Z"
"10","2017-11-01","EM01","TCAMZ_C10_D20171101_PPI_EM01","2026-08-15T21:14:54.207Z"
"10","2017-11-17","NENHUM","","2026-08-15T21:14:55.302Z"
"10","2017-12-03","EM04","TCAMZ_C10_D20171203_PPI_EM04","2026-08-15T21:14:56.727Z"
"10","2017-12-19","EM02","TCAMZ_C10_D20171219_PPI_EM02","2026-08-15T21:14:58.166Z"
"10","2018-01-01","EM04","TCAMZ_C10_D20180101_PPI_EM04","2026-08-15T21:15:02.247Z"
"10","2018-01-17","EM03|EM04","TCAMZ_C10_D20180117_PPI_EM03|TCAMZ_C10_D20180117_PPI_EM04","2026-08-15T21:15:04.159Z"
"10","2018-02-02","EM03","TCAMZ_C10_D20180202_PPI_EM03","2026-08-15T21:15:06.623Z"
"10","2018-02-18","EM04","TCAMZ_C10_D20180218_PPI_EM04","2026-08-15T21:15:11.751Z"
"10","2018-03-06","EM04","TCAMZ_C10_D20180306_PPI_EM04","2026-08-15T21:15:12.711Z"
"10","2018-03-22","EM03","TCAMZ_C10_D20180322_PPI_EM03","2026-08-15T21:15:13.663Z"
"10","2018-04-07","EM03","TCAMZ_C10_D20180407_PPI_EM03","2026-08-15T21:15:20.455Z"
"10","2018-04-23","EM04","TCAMZ_C10_D20180423_PPI_EM04","2026-08-15T21:15:21.703Z"
"10","2018-05-09","EM03","TCAMZ_C10_D20180509_PPI_EM03","2026-08-15T21:15:23.071Z"
"10","2018-05-25","EM03","TCAMZ_C10_D20180525_PPI_EM03","2026-08-15T21:15:24.566Z"
"10","2018-06-10","EM02","TCAMZ_C10_D20180610_PPI_EM02","2026-08-15T21:15:27.063Z"
"10","2018-06-26","EM02|EM04","TCAMZ_C10_D20180626_PPI_EM02|TCAMZ_C10_D20180626_PPI_EM04","2026-08-15T21:15:30.679Z"
"10","2018-07-12","EM03|EM04","TCAMZ_C10_D20180712_PPI_EM03|TCAMZ_C10_D20180712_PPI_EM04","2026-08-15T21:15:33.919Z"
"10","2018-07-28","EM04","TCAMZ_C10_D20180728_PPI_EM04","2026-08-15T21:15:36.479Z"
"10","2018-08-13","EM04","TCAMZ_C10_D20180813_PPI_EM04","2026-08-15T21:15:38.015Z"
"10","2018-08-29","EM03","TCAMZ_C10_D20180829_PPI_EM03","2026-08-15T21:15:39.823Z"
"10","2018-09-14","EM04","TCAMZ_C10_D20180914_PPI_EM04","2026-08-15T21:15:41.359Z"
"10","2018-09-30","EM03","TCAMZ_C10_D20180930_PPI_EM03","2026-08-15T21:15:43.807Z"
"10","2018-10-16","EM02","TCAMZ_C10_D20181016_PPI_EM02","2026-08-15T21:15:44.807Z"
"10","2018-11-01","EM03","TCAMZ_C10_D20181101_PPI_EM03","2026-08-15T21:15:50.102Z"
"10","2018-11-17","NENHUM","","2026-08-15T21:15:51.262Z"
"10","2018-12-03","EM04","TCAMZ_C10_D20181203_PPI_EM04","2026-08-15T21:15:53.134Z"
"10","2018-12-19","EM03","TCAMZ_C10_D20181219_PPI_EM03","2026-08-15T21:15:55.246Z"
"10","2019-01-01","EM01","TCAMZ_C10_D20190101_PPI_EM01","2026-08-15T21:15:56.734Z"
"10","2019-01-17","EM02","TCAMZ_C10_D20190117_PPI_EM02","2026-08-15T21:15:57.830Z"
"10","2019-02-02","EM03|EM04","TCAMZ_C10_D20190202_PPI_EM03|TCAMZ_C10_D20190202_PPI_EM04","2026-08-15T21:15:59.886Z"
"10","2019-02-18","EM01|EM04","TCAMZ_C10_D20190218_PPI_EM01|TCAMZ_C10_D20190218_PPI_EM04","2026-08-15T21:16:01.750Z"
"10","2019-03-06","NENHUM","","2026-08-15T21:16:06.686Z"
"10","2019-03-22","EM01","TCAMZ_C10_D20190322_PPI_EM01","2026-08-15T21:16:10.190Z"
"10","2019-04-07","EM03|EM04","TCAMZ_C10_D20190407_PPI_EM03|TCAMZ_C10_D20190407_PPI_EM04","2026-08-15T21:16:57.534Z"
"10","2019-04-23","EM01","TCAMZ_C10_D20190423_PPI_EM01","2026-08-15T21:17:00.950Z"
"10","2019-05-09","EM03","TCAMZ_C10_D20190509_PPI_EM03","2026-08-15T21:17:02.927Z"
"10","2019-05-25","EM04","TCAMZ_C10_D20190525_PPI_EM04","2026-08-15T21:17:04.030Z"
"10","2019-06-10","EM03","TCAMZ_C10_D20190610_PPI_EM03","2026-08-15T21:17:05.438Z"
"10","2019-06-26","EM03|EM04","TCAMZ_C10_D20190626_PPI_EM03|TCAMZ_C10_D20190626_PPI_EM04","2026-08-15T21:17:06.862Z"
"10","2019-07-12","NENHUM","","2026-08-15T21:17:07.950Z"
"10","2019-07-28","EM02","TCAMZ_C10_D20190728_PPI_EM02","2026-08-15T21:17:09.639Z"
"10","2019-08-13","EM03|EM04","TCAMZ_C10_D20190813_PPI_EM03|TCAMZ_C10_D20190813_PPI_EM04","2026-08-15T21:17:11.406Z"
"10","2019-08-29","EM02","TCAMZ_C10_D20190829_PPI_EM02","2026-08-15T21:17:13.431Z"
"10","2019-09-14","EM04","TCAMZ_C10_D20190914_PPI_EM04","2026-08-15T21:17:14.703Z"
"10","2019-09-30","EM01","TCAMZ_C10_D20190930_PPI_EM01","2026-08-15T21:17:16.023Z"
"10","2019-10-16","EM04","TCAMZ_C10_D20191016_PPI_EM04","2026-08-15T21:17:19.342Z"
"10","2019-11-01","EM01","TCAMZ_C10_D20191101_PPI_EM01","2026-08-15T21:17:20.422Z"
"10","2019-11-17","EM02|EM03","TCAMZ_C10_D20191117_PPI_EM02|TCAMZ_C10_D20191117_PPI_EM03","2026-08-15T21:17:23.318Z"
"10","2019-12-03","EM01","TCAMZ_C10_D20191203_PPI_EM01","2026-08-15T21:17:24.934Z"
"10","2019-12-19","EM02|EM03","TCAMZ_C10_D20191219_PPI_EM02|TCAMZ_C10_D20191219_PPI_EM03","2026-08-15T21:17:27.094Z"
"10","2020-01-01","NENHUM","","2026-08-15T21:17:29.574Z"
"10","2020-01-17","EM03","TCAMZ_C10_D20200117_PPI_EM03","2026-08-15T21:17:48.422Z"
"10","2020-02-02","EM01","TCAMZ_C10_D20200202_PPI_EM01","2026-08-15T21:17:52.758Z"
"10","2020-02-18","EM01","TCAMZ_C10_D20200218_PPI_EM01","2026-08-15T21:17:55.566Z"
"10","2020-03-05","EM02","TCAMZ_C10_D20200305_PPI_EM02","2026-08-15T21:17:56.934Z"
"10","2020-03-21","EM01","TCAMZ_C10_D20200321_PPI_EM01","2026-08-15T21:18:16.286Z"
"10","2020-04-06","EM02","TCAMZ_C10_D20200406_PPI_EM02","2026-08-15T21:18:18.615Z"
"10","2020-04-22","EM02","TCAMZ_C10_D20200422_PPI_EM02","2026-08-15T21:18:19.486Z"
"10","2020-05-08","EM04","TCAMZ_C10_D20200508_PPI_EM04","2026-08-15T21:18:32.718Z"
"10","2020-05-24","EM03","TCAMZ_C10_D20200524_PPI_EM03","2026-08-15T21:18:34.430Z"
"10","2020-06-09","EM01","TCAMZ_C10_D20200609_PPI_EM01","2026-08-15T21:18:36.102Z"
"10","2020-06-25","EM03","TCAMZ_C10_D20200625_PPI_EM03","2026-08-15T21:18:37.518Z"
"10","2020-07-11","EM03|EM04","TCAMZ_C10_D20200711_PPI_EM03|TCAMZ_C10_D20200711_PPI_EM04","2026-08-15T21:18:38.926Z"
"10","2020-07-27","EM03","TCAMZ_C10_D20200727_PPI_EM03","2026-08-15T21:18:40.486Z"
"10","2020-08-12","EM02","TCAMZ_C10_D20200812_PPI_EM02","2026-08-15T21:18:41.694Z"
