class_code,date,active_vegetation_endmembers,candidate_ids,reviewed_at
"10","2020-08-28","EM04","TCAMZ_C10_D20200828_PPI_EM04","2026-08-15T21:18:44.326Z"
"10","2020-09-13","EM04","TCAMZ_C10_D20200913_PPI_EM04","2026-08-15T21:18:45.686Z"
"10","2020-09-29","EM02","TCAMZ_C10_D20200929_PPI_EM02","2026-08-15T21:18:46.910Z"
"10","2020-10-15","EM02","TCAMZ_C10_D20201015_PPI_EM02","2026-08-15T21:18:47.926Z"
"10","2020-10-31","EM01","TCAMZ_C10_D20201031_PPI_EM01","2026-08-15T21:18:48.950Z"
"10","2020-11-16","EM03","TCAMZ_C10_D20201116_PPI_EM03","2026-08-15T21:18:50.486Z"
"10","2020-12-02","EM01","TCAMZ_C10_D20201202_PPI_EM01","2026-08-15T21:18:51.518Z"
"10","2020-12-18","EM04","TCAMZ_C10_D20201218_PPI_EM04","2026-08-15T21:18:53.046Z"
"10","2021-01-01","EM02","TCAMZ_C10_D20210101_PPI_EM02","2026-08-15T21:18:53.910Z"
"10","2021-01-17","EM02|EM03","TCAMZ_C10_D20210117_PPI_EM02|TCAMZ_C10_D20210117_PPI_EM03","2026-08-15T21:18:56.814Z"
"10","2021-02-02","EM02|EM04","TCAMZ_C10_D20210202_PPI_EM02|TCAMZ_C10_D20210202_PPI_EM04","2026-08-15T21:19:01.270Z"
"10","2021-02-18","EM02","TCAMZ_C10_D20210218_PPI_EM02","2026-08-15T21:19:06.270Z"
"10","2021-03-06","EM03","TCAMZ_C10_D20210306_PPI_EM03","2026-08-15T21:19:07.462Z"
"10","2021-03-22","EM03|EM04","TCAMZ_C10_D20210322_PPI_EM03|TCAMZ_C10_D20210322_PPI_EM04","2026-08-15T21:19:08.670Z"
"10","2021-04-07","EM03","TCAMZ_C10_D20210407_PPI_EM03","2026-08-15T21:19:09.846Z"
"10","2021-04-23","EM03","TCAMZ_C10_D20210423_PPI_EM03","2026-08-15T21:19:12.294Z"
"10","2021-05-09","EM03","TCAMZ_C10_D20210509_PPI_EM03","2026-08-15T21:19:13.262Z"
"10","2021-05-25","EM03","TCAMZ_C10_D20210525_PPI_EM03","2026-08-15T21:19:16.774Z"
"10","2021-06-10","EM03","TCAMZ_C10_D20210610_PPI_EM03","2026-08-15T21:19:18.982Z"
"10","2021-06-26","NENHUM","","2026-08-15T21:19:20.374Z"
"10","2021-07-12","NENHUM","","2026-08-15T21:19:21.518Z"
"10","2021-07-28","EM04","TCAMZ_C10_D20210728_PPI_EM04","2026-08-15T21:19:24.110Z"
"10","2021-08-13","NENHUM","","2026-08-15T21:19:25.430Z"
"10","2021-08-29","EM02","TCAMZ_C10_D20210829_PPI_EM02","2026-08-15T21:19:26.510Z"
"10","2021-09-14","EM03","TCAMZ_C10_D20210914_PPI_EM03","2026-08-15T21:19:27.654Z"
"10","2021-09-30","EM04","TCAMZ_C10_D20210930_PPI_EM04","2026-08-15T21:19:29.606Z"
"10","2021-10-16","EM04","TCAMZ_C10_D20211016_PPI_EM04","2026-08-15T21:19:30.478Z"
"10","2021-11-01","EM04","TCAMZ_C10_D20211101_PPI_EM04","2026-08-15T21:19:31.462Z"
"10","2021-11-17","EM04","TCAMZ_C10_D20211117_PPI_EM04","2026-08-15T21:19:33.030Z"
"10","2021-12-03","EM02","TCAMZ_C10_D20211203_PPI_EM02","2026-08-15T21:19:33.838Z"
"10","2021-12-19","EM01|EM04","TCAMZ_C10_D20211219_PPI_EM01|TCAMZ_C10_D20211219_PPI_EM04","2026-08-15T21:19:36.278Z"
"10","2022-01-01","NENHUM","","2026-08-15T21:19:37.518Z"
"10","2022-01-17","EM04","TCAMZ_C10_D20220117_PPI_EM04","2026-08-15T21:19:39.318Z"
"10","2022-02-02","EM02|EM03","TCAMZ_C10_D20220202_PPI_EM02|TCAMZ_C10_D20220202_PPI_EM03","2026-08-15T21:19:41.118Z"
"10","2022-02-18","EM01","TCAMZ_C10_D20220218_PPI_EM01","2026-08-15T21:19:46.974Z"
"10","2022-03-06","EM03","TCAMZ_C10_D20220306_PPI_EM03","2026-08-15T21:19:49.654Z"
"10","2022-03-22","EM03|EM04","TCAMZ_C10_D20220322_PPI_EM03|TCAMZ_C10_D20220322_PPI_EM04","2026-08-15T21:19:51.742Z"
"10","2022-04-07","EM03","TCAMZ_C10_D20220407_PPI_EM03","2026-08-15T21:19:53.085Z"
"10","2022-04-23","EM02","TCAMZ_C10_D20220423_PPI_EM02","2026-08-15T21:19:59.494Z"
"10","2022-05-09","EM01","TCAMZ_C10_D20220509_PPI_EM01","2026-08-15T21:20:01.702Z"
"10","2022-05-25","NENHUM","","2026-08-15T21:20:02.638Z"
"10","2022-06-10","EM02","TCAMZ_C10_D20220610_PPI_EM02","2026-08-15T21:20:04.110Z"
"10","2022-06-26","EM02","TCAMZ_C10_D20220626_PPI_EM02","2026-08-15T21:20:05.006Z"
"10","2022-07-12","EM02|EM03","TCAMZ_C10_D20220712_PPI_EM02|TCAMZ_C10_D20220712_PPI_EM03","2026-08-15T21:20:10.550Z"
"10","2022-07-28","EM03","TCAMZ_C10_D20220728_PPI_EM03","2026-08-15T21:20:13.174Z"
"10","2022-08-13","EM02","TCAMZ_C10_D20220813_PPI_EM02","2026-08-15T21:20:14.158Z"
"10","2022-08-29","EM01","TCAMZ_C10_D20220829_PPI_EM01","2026-08-15T21:20:16.494Z"
"10","2022-09-14","EM04","TCAMZ_C10_D20220914_PPI_EM04","2026-08-15T21:20:19.654Z"
"10","2022-09-30","EM03|EM04","TCAMZ_C10_D20220930_PPI_EM03|TCAMZ_C10_D20220930_PPI_EM04","2026-08-15T21:20:21.118Z"
"10","2022-10-16","EM04","TCAMZ_C10_D20221016_PPI_EM04","2026-08-15T21:20:25.118Z"
"10","2022-11-01","EM02","TCAMZ_C10_D20221101_PPI_EM02","2026-08-15T21:20:26.030Z"
"10","2022-11-17","EM03","TCAMZ_C10_D20221117_PPI_EM03","2026-08-15T21:20:27.694Z"
"10","2022-12-03","EM03","TCAMZ_C10_D20221203_PPI_EM03","2026-08-15T21:20:32.334Z"
"10","2022-12-19","EM02","TCAMZ_C10_D20221219_PPI_EM02","2026-08-15T21:20:33.374Z"
"10","2023-01-01","EM03","TCAMZ_C10_D20230101_PPI_EM03","2026-08-15T21:20:36.814Z"
"10","2023-01-17","EM03","TCAMZ_C10_D20230117_PPI_EM03","2026-08-15T21:20:40.518Z"
"10","2023-02-02","EM03","TCAMZ_C10_D20230202_PPI_EM03","2026-08-15T21:20:41.462Z"
"10","2023-02-18","EM02","TCAMZ_C10_D20230218_PPI_EM02","2026-08-15T21:20:42.326Z"
"10","2023-03-06","EM04","TCAMZ_C10_D20230306_PPI_EM04","2026-08-15T21:20:43.398Z"
"10","2023-03-22","EM03","TCAMZ_C10_D20230322_PPI_EM03","2026-08-15T21:20:45.318Z"
"10","2023-04-07","EM02","TCAMZ_C10_D20230407_PPI_EM02","2026-08-15T21:20:46.390Z"
"10","2023-04-23","EM01","TCAMZ_C10_D20230423_PPI_EM01","2026-08-15T21:20:47.342Z"
"10","2023-05-09","EM02","TCAMZ_C10_D20230509_PPI_EM02","2026-08-15T21:20:51.118Z"
"10","2023-05-25","EM01","TCAMZ_C10_D20230525_PPI_EM01","2026-08-15T21:21:14.630Z"
"10","2023-06-10","EM04","TCAMZ_C10_D20230610_PPI_EM04","2026-08-15T21:21:20.173Z"
"10","2023-06-26","EM01","TCAMZ_C10_D20230626_PPI_EM01","2026-08-15T21:21:23.958Z"
"10","2023-07-12","NENHUM","","2026-08-15T21:21:28.054Z"
"10","2023-07-28","EM01","TCAMZ_C10_D20230728_PPI_EM01","2026-08-15T21:21:30.270Z"
"10","2023-08-13","EM03","TCAMZ_C10_D20230813_PPI_EM03","2026-08-15T21:21:31.765Z"
"10","2023-08-29","EM04","TCAMZ_C10_D20230829_PPI_EM04","2026-08-15T21:21:35.461Z"
"10","2023-09-14","EM03|EM04","TCAMZ_C10_D20230914_PPI_EM03|TCAMZ_C10_D20230914_PPI_EM04","2026-08-15T21:21:36.621Z"
"10","2023-09-30","EM03","TCAMZ_C10_D20230930_PPI_EM03","2026-08-15T21:21:57.206Z"
"10","2023-10-16","EM04","TCAMZ_C10_D20231016_PPI_EM04","2026-08-15T21:21:58.262Z"
"10","2023-11-01","EM04","TCAMZ_C10_D20231101_PPI_EM04","2026-08-15T21:22:01.158Z"
"10","2023-11-17","EM03","TCAMZ_C10_D20231117_PPI_EM03","2026-08-15T21:22:02.158Z"
"10","2023-12-03","NENHUM","","2026-08-15T21:22:03.366Z"
"10","2023-12-19","NENHUM","","2026-08-15T21:22:04.230Z"
"10","2024-01-01","EM03","TCAMZ_C10_D20240101_PPI_EM03","2026-08-15T21:22:05.318Z"
"10","2024-01-17","EM04","TCAMZ_C10_D20240117_PPI_EM04","2026-08-15T21:22:06.134Z"
"10","2024-02-02","EM01","TCAMZ_C10_D20240202_PPI_EM01","2026-08-15T21:22:07.174Z"
"10","2024-02-18","EM04","TCAMZ_C10_D20240218_PPI_EM04","2026-08-15T21:22:09.310Z"
"10","2024-03-05","EM03","TCAMZ_C10_D20240305_PPI_EM03","2026-08-15T21:22:10.166Z"
"10","2024-03-21","EM02","TCAMZ_C10_D20240321_PPI_EM02","2026-08-15T21:22:11.062Z"
"10","2024-04-06","EM03","TCAMZ_C10_D20240406_PPI_EM03","2026-08-15T21:22:12.670Z"
"10","2024-04-22","EM01","TCAMZ_C10_D20240422_PPI_EM01","2026-08-15T21:22:14.422Z"
"10","2024-05-08","NENHUM","","2026-08-15T21:22:15.405Z"
"10","2024-05-24","EM01","TCAMZ_C10_D20240524_PPI_EM01","2026-08-15T21:22:16.702Z"
"10","2024-06-09","EM02|EM04","TCAMZ_C10_D20240609_PPI_EM02|TCAMZ_C10_D20240609_PPI_EM04","2026-08-15T21:22:18.550Z"
"10","2024-06-25","EM02","TCAMZ_C10_D20240625_PPI_EM02","2026-08-15T21:22:29.886Z"
"10","2024-07-11","EM02","TCAMZ_C10_D20240711_PPI_EM02","2026-08-15T21:22:21.390Z"
"10","2024-07-27","EM02","TCAMZ_C10_D20240727_PPI_EM02","2026-08-15T21:22:37.741Z"
"10","2024-08-12","NENHUM","","2026-08-15T21:22:38.685Z"
"10","2024-08-28","NENHUM","","2026-08-15T21:22:39.797Z"
"10","2024-09-13","EM04","TCAMZ_C10_D20240913_PPI_EM04","2026-08-15T21:22:40.981Z"
"10","2024-09-29","EM03","TCAMZ_C10_D20240929_PPI_EM03","2026-08-15T21:22:42.110Z"
"10","2024-10-15","EM04","TCAMZ_C10_D20241015_PPI_EM04","2026-08-15T21:22:43.093Z"
"10","2024-10-31","EM01","TCAMZ_C10_D20241031_PPI_EM01","2026-08-15T21:22:44.422Z"
"10","2024-11-16","EM02","TCAMZ_C10_D20241116_PPI_EM02","2026-08-15T21:22:45.934Z"
"10","2024-12-02","EM03|EM04","TCAMZ_C10_D20241202_PPI_EM03|TCAMZ_C10_D20241202_PPI_EM04","2026-08-15T21:22:47.878Z"
"10","2024-12-18","EM02","TCAMZ_C10_D20241218_PPI_EM02","2026-08-15T21:22:50.094Z"
