class_code,date,active_vegetation_endmembers,candidate_ids,reviewed_at
"09","2018-06-10","EM02","TCAMZ_C09_D20180610_PPI_EM02","2026-08-15T20:57:19.738Z"
"09","2018-06-26","EM01","TCAMZ_C09_D20180626_PPI_EM01","2026-08-15T20:57:21.090Z"
"09","2018-07-12","EM04","TCAMZ_C09_D20180712_PPI_EM04","2026-08-15T20:57:23.178Z"
"09","2018-07-28","EM03","TCAMZ_C09_D20180728_PPI_EM03","2026-08-15T20:57:24.234Z"
"09","2018-08-13","EM02","TCAMZ_C09_D20180813_PPI_EM02","2026-08-15T20:57:25.402Z"
"09","2018-08-29","EM02","TCAMZ_C09_D20180829_PPI_EM02","2026-08-15T20:57:26.290Z"
"09","2018-09-14","EM03","TCAMZ_C09_D20180914_PPI_EM03","2026-08-15T20:57:27.474Z"
"09","2018-09-30","EM02","TCAMZ_C09_D20180930_PPI_EM02","2026-08-15T20:57:28.290Z"
"09","2018-10-16","EM04","TCAMZ_C09_D20181016_PPI_EM04","2026-08-15T20:57:29.922Z"
"09","2018-11-01","EM03","TCAMZ_C09_D20181101_PPI_EM03","2026-08-15T20:57:31.082Z"
"09","2018-11-17","EM03","TCAMZ_C09_D20181117_PPI_EM03","2026-08-15T20:57:31.938Z"
"09","2018-12-03","EM02","TCAMZ_C09_D20181203_PPI_EM02","2026-08-15T20:57:33.306Z"
"09","2018-12-19","EM02|EM04","TCAMZ_C09_D20181219_PPI_EM02|TCAMZ_C09_D20181219_PPI_EM04","2026-08-15T20:57:39.522Z"
"09","2019-01-01","EM03","TCAMZ_C09_D20190101_PPI_EM03","2026-08-15T20:57:40.722Z"
"09","2019-01-17","EM02","TCAMZ_C09_D20190117_PPI_EM02","2026-08-15T20:57:41.738Z"
"09","2019-02-02","EM02","TCAMZ_C09_D20190202_PPI_EM02","2026-08-15T20:57:42.378Z"
"09","2019-02-18","EM02|EM03","TCAMZ_C09_D20190218_PPI_EM02|TCAMZ_C09_D20190218_PPI_EM03","2026-08-15T20:57:51.362Z"
"09","2019-03-06","EM03|EM04","TCAMZ_C09_D20190306_PPI_EM03|TCAMZ_C09_D20190306_PPI_EM04","2026-08-15T20:57:56.178Z"
"09","2019-03-22","EM02","TCAMZ_C09_D20190322_PPI_EM02","2026-08-15T20:57:58.626Z"
"09","2019-04-07","NENHUM","","2026-08-15T20:58:00.490Z"
"09","2019-04-23","EM03|EM04","TCAMZ_C09_D20190423_PPI_EM03|TCAMZ_C09_D20190423_PPI_EM04","2026-08-15T20:58:03.658Z"
"09","2019-05-09","EM01","TCAMZ_C09_D20190509_PPI_EM01","2026-08-15T20:58:06.362Z"
"09","2019-05-25","EM01","TCAMZ_C09_D20190525_PPI_EM01","2026-08-15T20:58:07.274Z"
"09","2019-06-10","EM02","TCAMZ_C09_D20190610_PPI_EM02","2026-08-15T20:58:08.402Z"
"09","2019-06-26","EM04","TCAMZ_C09_D20190626_PPI_EM04","2026-08-15T20:58:12.034Z"
"09","2019-07-12","EM02","TCAMZ_C09_D20190712_PPI_EM02","2026-08-15T20:58:13.170Z"
"09","2019-07-28","EM02","TCAMZ_C09_D20190728_PPI_EM02","2026-08-15T20:58:14.378Z"
"09","2019-08-13","EM02","TCAMZ_C09_D20190813_PPI_EM02","2026-08-15T20:58:15.138Z"
"09","2019-08-29","EM03|EM04","TCAMZ_C09_D20190829_PPI_EM03|TCAMZ_C09_D20190829_PPI_EM04","2026-08-15T20:58:16.906Z"
"09","2019-09-14","EM04","TCAMZ_C09_D20190914_PPI_EM04","2026-08-15T21:03:42.561Z"
"09","2019-09-30","EM04","TCAMZ_C09_D20190930_PPI_EM04","2026-08-15T21:03:43.856Z"
"09","2019-10-16","EM02|EM03","TCAMZ_C09_D20191016_PPI_EM02|TCAMZ_C09_D20191016_PPI_EM03","2026-08-15T21:03:46.633Z"
"09","2019-11-01","EM02","TCAMZ_C09_D20191101_PPI_EM02","2026-08-15T21:03:47.649Z"
"09","2019-11-17","EM02|EM04","TCAMZ_C09_D20191117_PPI_EM02|TCAMZ_C09_D20191117_PPI_EM04","2026-08-15T21:03:49.961Z"
"09","2019-12-03","EM03","TCAMZ_C09_D20191203_PPI_EM03","2026-08-15T21:03:51.705Z"
"09","2019-12-19","EM03","TCAMZ_C09_D20191219_PPI_EM03","2026-08-15T21:03:52.937Z"
"09","2020-01-01","EM03","TCAMZ_C09_D20200101_PPI_EM03","2026-08-15T21:03:54.344Z"
"09","2020-01-17","EM03|EM04","TCAMZ_C09_D20200117_PPI_EM03|TCAMZ_C09_D20200117_PPI_EM04","2026-08-15T21:04:00.408Z"
"09","2020-02-02","EM03","TCAMZ_C09_D20200202_PPI_EM03","2026-08-15T21:04:03.041Z"
"09","2020-02-18","EM03|EM04","TCAMZ_C09_D20200218_PPI_EM03|TCAMZ_C09_D20200218_PPI_EM04","2026-08-15T21:04:04.737Z"
"09","2020-03-05","EM02|EM03","TCAMZ_C09_D20200305_PPI_EM02|TCAMZ_C09_D20200305_PPI_EM03","2026-08-15T21:04:07.745Z"
"09","2020-03-21","EM03|EM04","TCAMZ_C09_D20200321_PPI_EM03|TCAMZ_C09_D20200321_PPI_EM04","2026-08-15T21:04:09.377Z"
"09","2020-04-06","EM02|EM03","TCAMZ_C09_D20200406_PPI_EM02|TCAMZ_C09_D20200406_PPI_EM03","2026-08-15T21:04:11.233Z"
"09","2020-04-22","EM03","TCAMZ_C09_D20200422_PPI_EM03","2026-08-15T21:04:12.793Z"
"09","2020-05-08","NENHUM","","2026-08-15T21:04:14.049Z"
"09","2020-05-24","EM03","TCAMZ_C09_D20200524_PPI_EM03","2026-08-15T21:04:15.953Z"
"09","2020-06-09","EM02","TCAMZ_C09_D20200609_PPI_EM02","2026-08-15T21:04:17.097Z"
"09","2020-06-25","EM01","TCAMZ_C09_D20200625_PPI_EM01","2026-08-15T21:04:18.137Z"
"09","2020-07-11","EM04","TCAMZ_C09_D20200711_PPI_EM04","2026-08-15T21:04:19.537Z"
"09","2020-07-27","EM03|EM04","TCAMZ_C09_D20200727_PPI_EM03|TCAMZ_C09_D20200727_PPI_EM04","2026-08-15T21:04:21.776Z"
"09","2020-08-12","EM03","TCAMZ_C09_D20200812_PPI_EM03","2026-08-15T21:04:23.809Z"
"09","2020-08-28","EM01","TCAMZ_C09_D20200828_PPI_EM01","2026-08-15T21:04:25.105Z"
"09","2020-09-13","EM04","TCAMZ_C09_D20200913_PPI_EM04","2026-08-15T21:04:28.833Z"
"09","2020-09-29","EM03","TCAMZ_C09_D20200929_PPI_EM03","2026-08-15T21:04:30.233Z"
"09","2020-10-15","EM04","TCAMZ_C09_D20201015_PPI_EM04","2026-08-15T21:04:31.785Z"
"09","2020-10-31","EM02","TCAMZ_C09_D20201031_PPI_EM02","2026-08-15T21:04:33.153Z"
"09","2020-11-16","EM03","TCAMZ_C09_D20201116_PPI_EM03","2026-08-15T21:04:36.257Z"
"09","2020-12-02","EM03|EM04","TCAMZ_C09_D20201202_PPI_EM03|TCAMZ_C09_D20201202_PPI_EM04","2026-08-15T21:04:43.385Z"
"09","2020-12-18","EM01","TCAMZ_C09_D20201218_PPI_EM01","2026-08-15T21:04:45.177Z"
"09","2021-01-01","EM01","TCAMZ_C09_D20210101_PPI_EM01","2026-08-15T21:04:45.961Z"
"09","2021-01-17","EM02","TCAMZ_C09_D20210117_PPI_EM02","2026-08-15T21:04:47.105Z"
"09","2021-02-02","EM02","TCAMZ_C09_D20210202_PPI_EM02","2026-08-15T21:04:48.049Z"
"09","2021-02-18","EM02","TCAMZ_C09_D20210218_PPI_EM02","2026-08-15T21:04:49.073Z"
"09","2021-03-06","EM03","TCAMZ_C09_D20210306_PPI_EM03","2026-08-15T21:04:50.097Z"
"09","2021-03-22","EM01","TCAMZ_C09_D20210322_PPI_EM01","2026-08-15T21:04:51.649Z"
"09","2021-04-07","EM01","TCAMZ_C09_D20210407_PPI_EM01","2026-08-15T21:04:52.825Z"
"09","2021-04-23","EM01","TCAMZ_C09_D20210423_PPI_EM01","2026-08-15T21:04:53.793Z"
"09","2021-05-09","EM03|EM04","TCAMZ_C09_D20210509_PPI_EM03|TCAMZ_C09_D20210509_PPI_EM04","2026-08-15T21:05:03.105Z"
"09","2021-05-25","EM02","TCAMZ_C09_D20210525_PPI_EM02","2026-08-15T21:05:16.217Z"
"09","2021-06-10","EM03","TCAMZ_C09_D20210610_PPI_EM03","2026-08-15T21:05:19.201Z"
"09","2021-06-26","EM01","TCAMZ_C09_D20210626_PPI_EM01","2026-08-15T21:05:23.385Z"
"09","2021-07-12","EM03","TCAMZ_C09_D20210712_PPI_EM03","2026-08-15T21:05:24.841Z"
"09","2021-07-28","EM02","TCAMZ_C09_D20210728_PPI_EM02","2026-08-15T21:05:25.968Z"
"09","2021-08-13","EM01","TCAMZ_C09_D20210813_PPI_EM01","2026-08-15T21:05:26.873Z"
"09","2021-08-29","EM01","TCAMZ_C09_D20210829_PPI_EM01","2026-08-15T21:05:27.545Z"
"09","2021-09-14","EM03","TCAMZ_C09_D20210914_PPI_EM03","2026-08-15T21:05:28.353Z"
"09","2021-09-30","NENHUM","","2026-08-15T21:05:29.233Z"
"09","2021-10-16","EM04","TCAMZ_C09_D20211016_PPI_EM04","2026-08-15T21:05:30.745Z"
"09","2021-11-01","EM02","TCAMZ_C09_D20211101_PPI_EM02","2026-08-15T21:05:31.793Z"
"09","2021-11-17","EM02|EM04","TCAMZ_C09_D20211117_PPI_EM02|TCAMZ_C09_D20211117_PPI_EM04","2026-08-15T21:05:33.713Z"
"09","2021-12-03","EM03","TCAMZ_C09_D20211203_PPI_EM03","2026-08-15T21:05:34.673Z"
"09","2021-12-19","EM04","TCAMZ_C09_D20211219_PPI_EM04","2026-08-15T21:05:35.745Z"
"09","2022-01-01","EM01|EM02","TCAMZ_C09_D20220101_PPI_EM01|TCAMZ_C09_D20220101_PPI_EM02","2026-08-15T21:05:37.785Z"
"09","2022-01-17","EM03","TCAMZ_C09_D20220117_PPI_EM03","2026-08-15T21:05:39.928Z"
"09","2022-02-02","EM02|EM04","TCAMZ_C09_D20220202_PPI_EM02|TCAMZ_C09_D20220202_PPI_EM04","2026-08-15T21:05:45.193Z"
"09","2022-02-18","EM01","TCAMZ_C09_D20220218_PPI_EM01","2026-08-15T21:05:46.345Z"
"09","2022-03-06","EM04","TCAMZ_C09_D20220306_PPI_EM04","2026-08-15T21:05:48.633Z"
"09","2022-03-22","EM01","TCAMZ_C09_D20220322_PPI_EM01","2026-08-15T21:05:49.673Z"
"09","2022-04-07","EM03","TCAMZ_C09_D20220407_PPI_EM03","2026-08-15T21:05:50.857Z"
"09","2022-04-23","EM02","TCAMZ_C09_D20220423_PPI_EM02","2026-08-15T21:05:53.729Z"
"09","2022-05-09","EM03","TCAMZ_C09_D20220509_PPI_EM03","2026-08-15T21:05:55.169Z"
"09","2022-05-25","EM02","TCAMZ_C09_D20220525_PPI_EM02","2026-08-15T21:05:56.137Z"
"09","2022-06-10","EM02|EM03","TCAMZ_C09_D20220610_PPI_EM02|TCAMZ_C09_D20220610_PPI_EM03","2026-08-15T21:05:59.305Z"
"09","2022-06-26","NENHUM","","2026-08-15T21:06:00.392Z"
"09","2022-07-12","EM02|EM03","TCAMZ_C09_D20220712_PPI_EM02|TCAMZ_C09_D20220712_PPI_EM03","2026-08-15T21:06:02.912Z"
"09","2022-07-28","EM03","TCAMZ_C09_D20220728_PPI_EM03","2026-08-15T21:06:04.041Z"
"09","2022-08-13","EM03","TCAMZ_C09_D20220813_PPI_EM03","2026-08-15T21:06:05.809Z"
"09","2022-08-29","EM02","TCAMZ_C09_D20220829_PPI_EM02","2026-08-15T21:06:10.801Z"
"09","2022-09-14","EM03","TCAMZ_C09_D20220914_PPI_EM03","2026-08-15T21:06:14.785Z"
"09","2022-09-30","EM04","TCAMZ_C09_D20220930_PPI_EM04","2026-08-15T21:06:16.177Z"
"09","2022-10-16","EM03","TCAMZ_C09_D20221016_PPI_EM03","2026-08-15T21:06:19.089Z"
"09","2022-11-01","NENHUM","","2026-08-15T21:06:20.240Z"
"09","2022-11-17","EM03","TCAMZ_C09_D20221117_PPI_EM03","2026-08-15T21:06:21.401Z"
"09","2022-12-03","EM03","TCAMZ_C09_D20221203_PPI_EM03","2026-08-15T21:06:23.064Z"
"09","2022-12-19","EM04","TCAMZ_C09_D20221219_PPI_EM04","2026-08-15T21:06:24.401Z"
"09","2023-01-01","EM03","TCAMZ_C09_D20230101_PPI_EM03","2026-08-15T21:06:25.473Z"
"09","2023-01-17","NENHUM","","2026-08-15T21:06:26.312Z"
"09","2023-02-02","EM02|EM04","TCAMZ_C09_D20230202_PPI_EM02|TCAMZ_C09_D20230202_PPI_EM04","2026-08-15T21:06:31.817Z"
"09","2023-02-18","EM04","TCAMZ_C09_D20230218_PPI_EM04","2026-08-15T21:06:34.449Z"
"09","2023-03-06","EM04","TCAMZ_C09_D20230306_PPI_EM04","2026-08-15T21:06:35.585Z"
"09","2023-03-22","EM02","TCAMZ_C09_D20230322_PPI_EM02","2026-08-15T21:06:37.169Z"
"09","2023-04-07","EM01","TCAMZ_C09_D20230407_PPI_EM01","2026-08-15T21:06:39.953Z"
"09","2023-04-23","EM03|EM04","TCAMZ_C09_D20230423_PPI_EM03|TCAMZ_C09_D20230423_PPI_EM04","2026-08-15T21:06:41.233Z"
"09","2023-05-09","EM01","TCAMZ_C09_D20230509_PPI_EM01","2026-08-15T21:06:42.505Z"
"09","2023-05-25","EM04","TCAMZ_C09_D20230525_PPI_EM04","2026-08-15T21:06:44.104Z"
"09","2023-06-10","EM03","TCAMZ_C09_D20230610_PPI_EM03","2026-08-15T21:06:45.072Z"
"09","2023-06-26","EM02","TCAMZ_C09_D20230626_PPI_EM02","2026-08-15T21:06:46.561Z"
"09","2023-07-12","EM04","TCAMZ_C09_D20230712_PPI_EM04","2026-08-15T21:06:50.033Z"
"09","2023-07-28","EM03|EM04","TCAMZ_C09_D20230728_PPI_EM03|TCAMZ_C09_D20230728_PPI_EM04","2026-08-15T21:06:57.232Z"
"09","2023-08-13","EM03","TCAMZ_C09_D20230813_PPI_EM03","2026-08-15T21:07:10.425Z"
"09","2023-08-29","EM03|EM04","TCAMZ_C09_D20230829_PPI_EM03|TCAMZ_C09_D20230829_PPI_EM04","2026-08-15T21:07:12.752Z"
"09","2023-09-14","EM03","TCAMZ_C09_D20230914_PPI_EM03","2026-08-15T21:07:14.040Z"
"09","2023-09-30","EM03","TCAMZ_C09_D20230930_PPI_EM03","2026-08-15T21:07:15.072Z"
"09","2023-10-16","EM04","TCAMZ_C09_D20231016_PPI_EM04","2026-08-15T21:07:16.784Z"
"09","2023-11-01","EM02","TCAMZ_C09_D20231101_PPI_EM02","2026-08-15T21:07:18.824Z"
"09","2023-11-17","EM03","TCAMZ_C09_D20231117_PPI_EM03","2026-08-15T21:07:21.040Z"
"09","2023-12-03","EM01","TCAMZ_C09_D20231203_PPI_EM01","2026-08-15T21:07:25.825Z"
"09","2023-12-19","EM03","TCAMZ_C09_D20231219_PPI_EM03","2026-08-15T21:07:28.864Z"
"09","2024-01-01","EM04","TCAMZ_C09_D20240101_PPI_EM04","2026-08-15T21:07:30.608Z"
"09","2024-01-17","EM01","TCAMZ_C09_D20240117_PPI_EM01","2026-08-15T21:07:33.640Z"
"09","2024-02-02","EM03","TCAMZ_C09_D20240202_PPI_EM03","2026-08-15T21:07:35.216Z"
"09","2024-02-18","EM03","TCAMZ_C09_D20240218_PPI_EM03","2026-08-15T21:07:37.264Z"
"09","2024-03-05","EM01|EM04","TCAMZ_C09_D20240305_PPI_EM01|TCAMZ_C09_D20240305_PPI_EM04","2026-08-15T21:07:42.760Z"
"09","2024-03-21","EM01|EM04","TCAMZ_C09_D20240321_PPI_EM01|TCAMZ_C09_D20240321_PPI_EM04","2026-08-15T21:07:46.072Z"
"09","2024-04-06","EM01|EM04","TCAMZ_C09_D20240406_PPI_EM01|TCAMZ_C09_D20240406_PPI_EM04","2026-08-15T21:07:47.856Z"
"09","2024-04-22","EM03","TCAMZ_C09_D20240422_PPI_EM03","2026-08-15T21:07:51.009Z"
"09","2024-05-08","EM01","TCAMZ_C09_D20240508_PPI_EM01","2026-08-15T21:07:51.968Z"
"09","2024-05-24","EM01","TCAMZ_C09_D20240524_PPI_EM01","2026-08-15T21:07:54.048Z"
"09","2024-06-09","NENHUM","","2026-08-15T21:10:07.664Z"
"09","2024-06-25","EM01","TCAMZ_C09_D20240625_PPI_EM01","2026-08-15T21:10:10.176Z"
"09","2024-07-11","EM02","TCAMZ_C09_D20240711_PPI_EM02","2026-08-15T21:10:13.280Z"
"09","2024-07-27","EM01","TCAMZ_C09_D20240727_PPI_EM01","2026-08-15T21:10:14.160Z"
"09","2024-08-12","EM04","TCAMZ_C09_D20240812_PPI_EM04","2026-08-15T21:10:15.776Z"
"09","2024-08-28","EM02|EM03","TCAMZ_C09_D20240828_PPI_EM02|TCAMZ_C09_D20240828_PPI_EM03","2026-08-15T21:10:19.032Z"
"09","2024-09-13","NENHUM","","2026-08-15T21:10:20.000Z"
"09","2024-09-29","EM03","TCAMZ_C09_D20240929_PPI_EM03","2026-08-15T21:10:25.736Z"
"09","2024-10-15","EM03","TCAMZ_C09_D20241015_PPI_EM03","2026-08-15T21:10:41.960Z"
"09","2024-10-31","EM04","TCAMZ_C09_D20241031_PPI_EM04","2026-08-15T21:10:43.376Z"
"09","2024-11-16","EM01","TCAMZ_C09_D20241116_PPI_EM01","2026-08-15T21:10:44.360Z"
"09","2024-12-02","EM01","TCAMZ_C09_D20241202_PPI_EM01","2026-08-15T21:10:45.216Z"
"09","2024-12-18","EM03","TCAMZ_C09_D20241218_PPI_EM03","2026-08-15T21:10:46.911Z"
